applicant_id,age_years,income_type,annual_income,employment_years,education,family_status,housing_type,occupation_type,num_children,family_size,owns_car,owns_realty,credit_history_months,existing_loan_balance,num_credit_lines,payment_status
1254,47,Commercial associate,57590.34,5.2,Secondary / secondary special,Single / not married,House / apartment,Accountants,0,2,0,1,83,14918.84,6,3
1255,27,Working,48061.89,7.5,Secondary / secondary special,Married,House / apartment,IT staff,1,3,1,1,73,0.0,6,3
1256,34,State servant,23975.6,2.3,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,0,1,1,1,105,9845.65,4,3
1257,32,Pensioner,24470.65,0.0,Higher education,Single / not married,Rented apartment,Laborers,1,3,0,0,1,5340.02,1,4
1258,55,Pensioner,14188.18,0.0,Secondary / secondary special,Married,With parents,Drivers,2,3,1,0,201,19491.26,2,2
1259,33,Commercial associate,72753.14,3.1,Higher education,Married,House / apartment,Core staff,0,2,1,1,210,11457.13,5,2
1260,22,Student,15871.27,7.6,Secondary / secondary special,Widow,With parents,Core staff,1,3,1,0,165,0.0,2,2
1261,34,Working,19078.92,0.7,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,2,0,0,42,33278.67,3,4
1262,43,Working,50535.57,2.2,Incomplete higher,Civil marriage,Rented apartment,Accountants,0,1,0,1,133,17136.59,0,3
1263,58,Working,44109.98,5.2,Secondary / secondary special,Civil marriage,House / apartment,Accountants,0,1,0,1,99,26842.12,5,2
1264,23,State servant,47229.8,10.2,Incomplete higher,Civil marriage,Rented apartment,IT staff,0,1,0,0,162,1857.21,7,4
1265,64,Commercial associate,51777.82,6.2,Lower secondary,Widow,With parents,Laborers,1,3,0,0,13,10282.07,7,3
1266,37,Pensioner,20145.5,0.0,Higher education,Separated,With parents,Drivers,0,2,1,0,125,26989.27,5,4
1267,37,Working,32859.2,8.9,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1,2,1,1,192,6000.35,0,2
1268,21,Student,12174.61,7.0,Higher education,Single / not married,House / apartment,Laborers,0,2,1,1,6,14939.1,7,3
1269,34,Commercial associate,60395.33,1.8,Incomplete higher,Widow,House / apartment,Medicine staff,1,2,1,0,229,14214.47,3,2
1270,43,Commercial associate,63107.13,6.0,Secondary / secondary special,Married,Rented apartment,Sales staff,0,2,0,1,112,0.0,1,1
1271,51,Student,13998.72,4.6,Higher education,Civil marriage,With parents,Core staff,1,3,1,1,10,14174.88,0,3
1272,58,Working,38332.72,5.3,Higher education,Separated,With parents,IT staff,0,2,1,1,145,9973.66,1,2
1273,46,Working,39465.4,4.5,Secondary / secondary special,Widow,House / apartment,Accountants,1,3,0,1,163,13009.34,0,2
1274,25,Commercial associate,112662.22,6.0,Higher education,Married,House / apartment,Managers,1,3,0,1,31,6366.23,4,3
1275,40,Working,32861.08,7.7,Secondary / secondary special,Single / not married,House / apartment,IT staff,1,3,1,1,114,0.0,5,2
1276,57,Working,36211.94,2.5,Incomplete higher,Married,With parents,Accountants,0,1,1,0,54,5237.58,0,3
1277,52,Working,96878.2,3.9,Higher education,Single / not married,House / apartment,Managers,0,1,1,1,219,8678.63,5,2
1278,49,Working,51630.96,8.7,Secondary / secondary special,Widow,Municipal apartment,Managers,0,1,0,1,55,22283.19,4,3
1279,45,State servant,20680.27,9.4,Secondary / secondary special,Married,House / apartment,Core staff,0,2,1,0,28,8282.11,6,3
1280,45,Commercial associate,77696.43,13.1,Higher education,Separated,With parents,Managers,1,3,1,1,129,16319.07,2,1
1281,69,Working,30666.89,6.3,Higher education,Widow,House / apartment,Managers,0,2,1,1,218,17413.56,0,1
1282,50,Working,59317.72,3.8,Higher education,Married,Rented apartment,Managers,1,3,0,1,54,8509.24,1,2
1283,50,Working,41677.34,3.9,Lower secondary,Single / not married,Rented apartment,Core staff,0,2,1,0,214,26656.87,2,3
1284,37,Commercial associate,50764.29,6.2,Secondary / secondary special,Widow,House / apartment,Core staff,0,2,1,0,54,10499.36,2,3
1285,45,State servant,62528.31,3.3,Secondary / secondary special,Separated,House / apartment,Accountants,1,3,0,0,221,8266.93,3,3
1286,55,State servant,47929.62,12.6,Incomplete higher,Married,Municipal apartment,Managers,0,2,1,1,102,28258.44,7,3
1287,63,Working,60324.58,4.5,Higher education,Widow,With parents,Laborers,0,1,0,0,96,16643.76,5,3
1288,59,Working,51849.98,11.6,Higher education,Widow,House / apartment,Accountants,0,2,0,1,189,0.0,4,2
1289,53,Commercial associate,50666.67,3.0,Higher education,Single / not married,Rented apartment,Core staff,0,2,0,1,117,0.0,6,2
1290,59,Commercial associate,72838.44,5.4,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,2,1,0,67,34121.27,4,2
1291,22,Commercial associate,85393.52,4.9,Secondary / secondary special,Single / not married,House / apartment,IT staff,0,2,0,1,90,15994.81,1,2
1292,34,Pensioner,29320.43,0.0,Secondary / secondary special,Civil marriage,Rented apartment,Managers,0,1,1,1,60,12913.49,6,4
1293,32,Commercial associate,97834.49,5.1,Higher education,Separated,Municipal apartment,Core staff,0,1,1,1,107,0.0,4,2
1294,53,Working,58395.17,7.0,Secondary / secondary special,Separated,House / apartment,Accountants,0,1,1,0,120,13244.86,6,3
1295,57,Working,48338.73,1.2,Incomplete higher,Widow,House / apartment,Laborers,1,2,0,0,164,2343.86,5,3
1296,28,Working,48960.91,8.2,Secondary / secondary special,Married,House / apartment,Drivers,0,2,1,1,84,11212.96,4,2
1297,30,Working,47161.48,7.3,Higher education,Widow,Rented apartment,IT staff,0,2,1,1,64,6259.39,0,4
1298,45,Working,25292.99,5.9,Secondary / secondary special,Widow,Rented apartment,Sales staff,1,3,1,1,235,11525.19,3,3
1299,68,Pensioner,27117.29,0.0,Higher education,Single / not married,Municipal apartment,Core staff,0,1,1,0,197,17322.77,1,3
1300,21,Working,48483.69,9.5,Higher education,Married,House / apartment,IT staff,0,1,1,1,193,19473.41,0,2
1301,64,Working,38446.66,22.7,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,3,0,1,85,14216.1,5,3
1302,30,Commercial associate,67091.22,2.2,Secondary / secondary special,Widow,With parents,Sales staff,1,2,0,1,94,16279.27,6,3
1303,34,Pensioner,28208.81,0.0,Secondary / secondary special,Married,House / apartment,Core staff,2,3,1,0,162,0.0,0,2
1304,51,Working,57185.65,10.5,Higher education,Married,House / apartment,Drivers,0,2,0,1,28,13992.93,1,2
1305,56,Pensioner,34498.5,0.0,Higher education,Married,House / apartment,IT staff,0,2,1,1,232,17483.04,6,3
1306,63,State servant,42340.15,3.1,Secondary / secondary special,Married,Rented apartment,Laborers,1,2,0,1,52,14048.46,1,3
1307,21,Commercial associate,31288.53,4.7,Secondary / secondary special,Separated,With parents,Sales staff,0,2,0,1,55,32830.34,5,3
1308,23,Pensioner,45549.08,0.0,Secondary / secondary special,Married,Rented apartment,Managers,0,1,0,0,188,11828.97,7,3
1309,44,Working,42765.22,5.6,Secondary / secondary special,Widow,House / apartment,Managers,1,3,1,1,66,0.0,7,3
1310,48,State servant,38867.59,8.9,Higher education,Single / not married,Rented apartment,Core staff,0,1,0,1,109,14994.28,5,2
1311,33,Working,39605.3,12.2,Secondary / secondary special,Civil marriage,House / apartment,Accountants,0,2,1,0,227,8108.81,7,2
1312,52,State servant,33162.24,15.9,Lower secondary,Civil marriage,House / apartment,Medicine staff,0,2,1,0,46,0.0,4,2
1313,33,Commercial associate,92425.22,4.7,Higher education,Widow,With parents,Laborers,0,1,1,1,25,11345.22,7,3
1314,66,Working,66830.2,6.6,Secondary / secondary special,Separated,Rented apartment,Laborers,3,4,0,1,149,32709.94,5,3
1315,29,Working,51999.2,3.5,Higher education,Married,House / apartment,Sales staff,0,2,0,1,8,10573.1,2,4
1316,53,Pensioner,26946.5,0.0,Higher education,Widow,Rented apartment,Accountants,0,1,0,1,153,27999.35,2,3
1317,46,Commercial associate,73001.48,7.6,Secondary / secondary special,Married,With parents,Laborers,0,1,0,1,58,23610.77,5,3
1318,26,Working,46162.3,5.3,Secondary / secondary special,Civil marriage,With parents,IT staff,3,4,1,1,79,43402.58,7,3
1319,50,Pensioner,26135.82,0.0,Higher education,Widow,Rented apartment,Accountants,0,1,1,0,93,20446.79,2,3
1320,28,State servant,44733.48,6.7,Secondary / secondary special,Civil marriage,Rented apartment,Managers,0,2,0,0,34,15917.3,3,3
1321,47,Commercial associate,50735.69,7.1,Higher education,Civil marriage,With parents,Managers,1,2,1,1,216,16072.71,1,2
1322,52,Commercial associate,65297.55,1.7,Secondary / secondary special,Single / not married,House / apartment,Managers,1,3,1,1,135,18341.76,4,2
1323,24,Working,48216.48,2.6,Secondary / secondary special,Separated,House / apartment,Accountants,0,1,1,1,84,11881.14,1,2
1324,31,Pensioner,33908.77,0.0,Higher education,Separated,Rented apartment,Core staff,0,2,1,1,135,8898.75,2,3
1325,35,Working,35248.59,15.1,Secondary / secondary special,Widow,Municipal apartment,Managers,0,1,1,1,76,20532.48,0,2
1326,66,State servant,49941.91,11.4,Secondary / secondary special,Widow,Rented apartment,Managers,0,1,1,1,109,7408.37,7,3
1327,31,Working,30725.59,5.3,Incomplete higher,Civil marriage,Rented apartment,Managers,0,2,0,1,34,0.0,3,3
1328,66,Commercial associate,47976.1,4.9,Higher education,Single / not married,With parents,Medicine staff,0,2,0,0,232,0.0,3,2
1329,47,Working,36669.43,3.8,Secondary / secondary special,Civil marriage,Rented apartment,Laborers,0,1,1,1,186,34762.57,2,3
1330,67,Working,28115.18,3.6,Higher education,Single / not married,House / apartment,Laborers,0,2,0,1,76,11171.73,0,2
1331,61,Pensioner,37953.49,0.0,Higher education,Single / not married,House / apartment,Sales staff,1,3,1,1,131,24219.9,4,3
1332,35,Commercial associate,39649.9,17.6,Higher education,Single / not married,With parents,Sales staff,1,2,0,1,120,6626.33,7,2
1333,48,Commercial associate,45322.76,4.8,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,1,3,1,1,14,25671.05,3,3
1334,56,Student,21590.89,6.0,Higher education,Single / not married,With parents,Managers,1,3,1,0,152,19827.97,3,3
1335,24,Student,12004.44,2.7,Incomplete higher,Single / not married,Municipal apartment,Drivers,0,1,0,0,124,38892.47,4,3
1336,53,State servant,37366.0,8.3,Secondary / secondary special,Civil marriage,Rented apartment,Accountants,1,2,1,1,165,30799.22,4,2
1337,43,Working,29060.54,6.0,Incomplete higher,Married,Rented apartment,Accountants,0,1,0,0,58,23828.26,4,3
1338,22,Commercial associate,77491.98,4.7,Higher education,Married,Rented apartment,Managers,0,1,1,1,202,7935.09,2,2
1339,63,State servant,51854.31,3.1,Higher education,Separated,Rented apartment,IT staff,1,3,1,1,177,890.91,1,2
1340,34,Working,56638.4,3.7,Secondary / secondary special,Widow,With parents,Managers,1,3,1,1,53,13316.81,0,3
1341,63,Working,53466.09,4.5,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0,1,0,0,135,15228.45,0,3
1342,31,Pensioner,28721.17,0.0,Secondary / secondary special,Married,Rented apartment,Laborers,0,2,1,1,206,10092.82,0,3
1343,47,Commercial associate,48988.09,3.1,Incomplete higher,Civil marriage,House / apartment,Medicine staff,1,3,1,1,6,23461.67,7,3
1344,39,Commercial associate,42885.64,5.6,Secondary / secondary special,Married,Rented apartment,Medicine staff,0,2,1,1,24,15930.17,2,3
1345,64,Student,21772.0,6.8,Incomplete higher,Widow,House / apartment,Core staff,1,3,1,1,197,14970.98,6,3
1346,67,Commercial associate,76060.89,9.2,Higher education,Married,House / apartment,Drivers,0,1,1,1,15,33289.3,6,3
1347,58,Working,34080.46,14.6,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,2,1,1,87,16255.79,7,3
1348,62,Working,45627.35,1.6,Secondary / secondary special,Single / not married,Rented apartment,Laborers,0,2,0,0,209,0.0,7,3
1349,58,Working,40273.19,7.4,Secondary / secondary special,Civil marriage,Rented apartment,Accountants,0,1,0,1,184,27287.07,3,3
1350,35,Working,27230.68,5.0,Secondary / secondary special,Separated,House / apartment,IT staff,0,2,0,0,78,17514.12,0,3
1351,66,Pensioner,29740.98,0.0,Secondary / secondary special,Single / not married,House / apartment,Accountants,0,2,0,0,139,11729.92,6,3
1352,46,Pensioner,23928.17,0.0,Incomplete higher,Widow,Municipal apartment,IT staff,0,1,1,1,191,3528.47,5,3
1353,37,Working,29997.55,1.8,Higher education,Widow,House / apartment,Core staff,0,2,0,1,95,30134.4,3,3
1354,30,Working,21703.66,8.7,Higher education,Civil marriage,Rented apartment,Sales staff,0,2,0,1,185,35283.48,7,3
1355,55,State servant,18106.75,8.0,Higher education,Single / not married,Rented apartment,Accountants,1,3,0,0,201,6931.18,3,2
1356,34,Working,39150.04,6.4,Higher education,Single / not married,Rented apartment,Medicine staff,0,1,0,1,162,18571.02,2,2
1357,52,Commercial associate,58213.01,3.7,Secondary / secondary special,Widow,House / apartment,Laborers,2,3,0,1,163,20268.01,2,2
1358,24,Commercial associate,41618.68,12.5,Secondary / secondary special,Separated,Rented apartment,Core staff,0,1,0,1,49,0.0,7,2
1359,52,Pensioner,34377.25,0.0,Higher education,Civil marriage,Municipal apartment,Managers,1,2,1,0,201,14475.63,3,3
1360,52,Working,43967.64,4.7,Incomplete higher,Separated,House / apartment,IT staff,0,1,0,1,101,0.0,3,3
1361,46,Pensioner,33653.48,0.0,Incomplete higher,Single / not married,Rented apartment,IT staff,0,2,0,1,129,14780.84,5,3
1362,53,Working,42119.16,5.7,Secondary / secondary special,Separated,House / apartment,IT staff,0,2,1,0,194,42156.16,2,3
1363,69,Commercial associate,43470.53,19.5,Secondary / secondary special,Widow,Municipal apartment,Accountants,0,2,0,1,75,0.0,0,2
1364,62,Working,46797.35,14.0,Higher education,Civil marriage,House / apartment,Drivers,0,2,0,1,23,37515.05,6,4
1365,42,Commercial associate,33483.84,7.9,Secondary / secondary special,Separated,House / apartment,Sales staff,0,2,1,0,3,36316.57,5,4
1366,63,Commercial associate,71328.21,6.0,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,4,0,0,121,14933.1,0,2
1367,67,Working,30239.9,5.9,Higher education,Married,Municipal apartment,Laborers,0,2,1,1,134,21181.87,1,2
1368,28,Working,59462.16,9.0,Secondary / secondary special,Married,With parents,Laborers,0,1,1,1,36,11599.04,3,4
1369,38,Working,39669.32,11.2,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,1,1,144,9633.85,2,2
1370,57,Working,61734.9,2.8,Higher education,Single / not married,House / apartment,Core staff,2,4,1,1,24,17439.95,1,3
1371,46,Working,27318.68,14.7,Secondary / secondary special,Married,Rented apartment,Managers,0,2,1,0,148,5703.07,7,2
1372,27,State servant,30511.22,7.6,Secondary / secondary special,Widow,House / apartment,Sales staff,1,3,0,1,105,20677.28,3,2
1373,44,Working,50999.73,4.2,Higher education,Separated,With parents,Medicine staff,0,1,0,1,238,15498.04,0,2
1374,39,Pensioner,39470.87,0.0,Higher education,Married,With parents,Medicine staff,1,3,1,1,74,2191.89,4,3
1375,57,Student,23749.7,7.9,Higher education,Widow,Rented apartment,IT staff,0,1,1,1,189,23514.41,2,2
1376,46,Working,45651.52,8.1,Secondary / secondary special,Single / not married,With parents,Core staff,1,3,1,1,196,23828.46,4,3
1377,27,Pensioner,46009.91,0.0,Secondary / secondary special,Widow,Rented apartment,Drivers,0,2,0,0,225,28476.08,1,2
1378,23,State servant,35944.7,5.8,Higher education,Single / not married,House / apartment,Sales staff,0,1,0,0,117,9243.65,1,3
1379,35,Commercial associate,83074.12,6.8,Incomplete higher,Married,House / apartment,Accountants,0,1,1,0,121,27347.31,1,2
1380,28,Working,30160.65,11.3,Incomplete higher,Married,House / apartment,Laborers,3,5,1,1,177,41000.29,6,3
1381,63,Working,51618.16,11.9,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,3,0,1,121,15356.17,6,3
1382,34,Working,8118.33,2.6,Incomplete higher,Widow,With parents,Managers,0,2,0,0,158,16424.19,7,3
1383,52,Commercial associate,36446.59,6.2,Secondary / secondary special,Civil marriage,With parents,Laborers,0,2,1,1,110,23144.0,1,2
1384,27,Student,17450.05,4.1,Higher education,Married,Municipal apartment,Managers,1,2,1,1,228,0.0,7,3
1385,42,Student,8109.7,7.8,Secondary / secondary special,Single / not married,Municipal apartment,Sales staff,1,3,0,1,237,0.0,1,3
1386,66,Working,51724.46,19.0,Higher education,Civil marriage,House / apartment,Medicine staff,0,2,1,1,62,8391.22,4,2
1387,52,Pensioner,36883.29,0.0,Secondary / secondary special,Civil marriage,With parents,Accountants,1,2,0,0,31,10907.46,2,3
1388,35,Working,37104.21,8.2,Lower secondary,Widow,Rented apartment,Core staff,0,1,1,0,187,16346.28,5,2
1389,57,State servant,26434.66,9.5,Secondary / secondary special,Married,Municipal apartment,Drivers,0,1,1,0,46,18207.12,2,3
1390,45,Working,37531.56,13.4,Higher education,Married,House / apartment,Laborers,1,3,1,1,45,0.0,7,2
1391,32,State servant,26478.63,10.0,Higher education,Separated,With parents,Medicine staff,1,2,0,1,200,28827.04,4,3
1392,69,Pensioner,27008.11,0.0,Incomplete higher,Married,House / apartment,Laborers,1,2,1,1,206,18997.5,0,3
1393,66,Working,46607.93,15.3,Higher education,Separated,House / apartment,Core staff,0,2,1,1,13,15717.7,3,2
1394,48,Working,40180.34,6.5,Incomplete higher,Single / not married,With parents,Drivers,0,2,0,1,209,20886.54,5,2
1395,22,Pensioner,44408.72,0.0,Higher education,Single / not married,House / apartment,Accountants,0,1,1,1,237,7615.98,4,3
1396,41,Working,33669.39,11.9,Secondary / secondary special,Married,House / apartment,Drivers,0,1,0,1,196,12137.74,4,3
1397,46,Commercial associate,89220.1,18.4,Higher education,Separated,Rented apartment,Medicine staff,0,1,1,1,54,2007.76,3,2
1398,66,State servant,25422.65,4.7,Higher education,Married,House / apartment,Core staff,0,2,1,0,77,0.0,5,3
1399,56,Commercial associate,61528.33,11.6,Higher education,Married,House / apartment,Medicine staff,0,1,1,1,153,12163.4,6,2
1400,31,Working,63633.91,4.5,Higher education,Civil marriage,With parents,Core staff,0,1,1,0,35,35695.3,1,3
1401,45,Working,62818.88,7.2,Higher education,Married,With parents,Accountants,1,2,0,1,198,8175.87,6,3
1402,29,Working,38380.94,2.3,Higher education,Married,With parents,Managers,0,1,0,1,202,0.0,2,2
1403,44,Student,17914.12,4.5,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,0,1,1,1,203,21776.72,0,3
1404,47,Working,51633.57,7.0,Secondary / secondary special,Separated,House / apartment,Laborers,1,2,1,0,141,9255.51,7,2
1405,45,Working,36495.96,8.4,Higher education,Separated,House / apartment,Accountants,0,2,1,1,223,20248.46,0,2
1406,41,Working,54701.21,8.2,Secondary / secondary special,Widow,House / apartment,IT staff,2,3,1,1,107,22929.83,0,2
1407,42,Student,24778.08,10.7,Secondary / secondary special,Widow,House / apartment,Managers,2,3,0,0,86,8921.58,5,3
1408,60,Working,52429.29,4.9,Lower secondary,Single / not married,House / apartment,IT staff,0,2,1,0,99,19977.47,7,3
1409,45,State servant,47928.99,5.8,Secondary / secondary special,Single / not married,Municipal apartment,Drivers,1,3,0,1,61,14574.55,3,4
1410,23,Pensioner,34587.12,0.0,Secondary / secondary special,Single / not married,House / apartment,Managers,1,2,1,0,24,0.0,5,3
1411,57,Pensioner,13682.43,0.0,Lower secondary,Married,House / apartment,Drivers,2,3,1,1,113,8705.02,6,2
1412,51,Student,17416.18,3.5,Incomplete higher,Married,Rented apartment,Drivers,0,1,1,1,155,5042.93,2,3
1413,55,Pensioner,18035.76,0.0,Incomplete higher,Civil marriage,Rented apartment,Managers,0,2,1,1,187,0.0,7,2
1414,55,State servant,31741.58,9.8,Secondary / secondary special,Married,Rented apartment,Managers,0,2,0,1,124,4832.46,5,3
1415,29,Working,79050.58,7.5,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,1,1,237,23054.48,6,2
1416,68,Pensioner,25518.04,0.0,Incomplete higher,Single / not married,House / apartment,Laborers,1,3,0,1,230,15168.28,7,3
1417,69,Commercial associate,44456.34,6.6,Secondary / secondary special,Widow,With parents,Drivers,1,2,1,1,36,0.0,0,3
1418,28,Commercial associate,84204.23,4.6,Higher education,Civil marriage,House / apartment,Drivers,0,2,0,0,162,1669.28,1,2
1419,31,State servant,26732.52,8.6,Lower secondary,Single / not married,House / apartment,Drivers,1,2,0,0,153,15182.16,0,2
1420,33,Student,12651.05,9.9,Incomplete higher,Married,Rented apartment,Accountants,1,2,1,1,231,14964.36,5,2
1421,68,Pensioner,40240.71,0.0,Higher education,Separated,House / apartment,Sales staff,1,2,0,0,200,11154.81,4,3
1422,66,Commercial associate,60898.12,5.5,Higher education,Single / not married,House / apartment,Managers,1,3,1,0,33,24040.63,7,3
1423,33,Commercial associate,27206.46,4.7,Incomplete higher,Widow,House / apartment,IT staff,0,1,1,0,50,19428.01,4,4
1424,51,Working,53567.84,10.7,Higher education,Married,Rented apartment,Core staff,0,1,1,0,163,8143.56,2,2
1425,32,Working,38755.66,5.2,Secondary / secondary special,Separated,House / apartment,Laborers,0,2,1,0,62,6896.46,5,3
1426,22,Working,69252.66,6.6,Higher education,Separated,House / apartment,Managers,1,2,1,1,195,12581.4,7,2
1427,32,Working,35452.56,7.5,Higher education,Single / not married,Rented apartment,Accountants,0,1,1,0,132,0.0,0,2
1428,24,Working,61556.81,6.3,Secondary / secondary special,Single / not married,House / apartment,Managers,0,1,0,0,146,18505.35,1,3
1429,62,Pensioner,45401.84,0.0,Lower secondary,Widow,Rented apartment,Core staff,0,1,0,1,204,0.0,1,2
1430,59,Working,31597.64,2.5,Secondary / secondary special,Separated,House / apartment,Sales staff,0,2,1,1,147,29514.34,5,2
1431,30,State servant,37295.02,8.1,Higher education,Married,Rented apartment,Core staff,2,3,0,1,143,0.0,3,2
1432,48,Commercial associate,68161.13,3.8,Higher education,Civil marriage,House / apartment,IT staff,3,4,0,1,37,19435.24,0,3
1433,31,Working,31496.8,4.9,Higher education,Separated,House / apartment,Laborers,1,2,0,1,205,0.0,7,2
1434,48,Working,49257.15,6.9,Incomplete higher,Single / not married,House / apartment,Core staff,0,2,1,0,77,7252.34,4,2
1435,64,Working,41457.51,2.1,Secondary / secondary special,Separated,Rented apartment,IT staff,1,3,1,1,67,19746.21,1,4
1436,64,Student,13713.4,5.7,Incomplete higher,Separated,House / apartment,Accountants,0,1,0,1,151,26008.52,0,2
1437,61,Working,45770.78,5.1,Incomplete higher,Single / not married,Rented apartment,Core staff,0,2,0,0,31,25404.14,4,3
1438,32,Commercial associate,61496.56,5.9,Secondary / secondary special,Married,With parents,Medicine staff,0,2,0,1,113,23247.39,7,4
1439,30,State servant,42294.33,4.9,Higher education,Married,Rented apartment,Laborers,0,1,1,0,157,24578.77,2,3
1440,28,Student,11856.16,6.6,Lower secondary,Separated,With parents,Core staff,1,2,0,0,207,25593.08,6,4
1441,27,Working,36256.05,4.5,Higher education,Separated,House / apartment,Core staff,1,2,0,1,54,8207.76,1,3
1442,51,Working,43132.25,6.1,Incomplete higher,Single / not married,With parents,Drivers,0,2,0,0,186,10340.75,6,2
1443,53,Working,44295.07,6.9,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0,2,0,0,192,23035.35,5,3
1444,64,Working,38088.12,11.0,Higher education,Civil marriage,Municipal apartment,Managers,0,1,1,1,128,28044.8,7,3
1445,25,Working,50102.05,12.3,Secondary / secondary special,Widow,Municipal apartment,Core staff,2,4,0,0,210,12970.47,4,2
1446,33,Commercial associate,21890.0,2.6,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0,1,1,1,146,8317.57,5,2
1447,56,State servant,29773.47,11.4,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,1,2,0,0,66,7915.77,1,2
1448,54,Commercial associate,54121.52,3.5,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,0,1,1,0,157,4766.28,2,3
1449,41,Commercial associate,42021.58,6.1,Higher education,Married,With parents,Laborers,1,2,0,1,148,20330.24,7,2
1450,28,Working,70659.87,2.2,Secondary / secondary special,Separated,Rented apartment,Medicine staff,3,4,0,0,157,28290.44,7,2
1451,44,Pensioner,28184.85,0.0,Secondary / secondary special,Widow,House / apartment,IT staff,2,3,1,1,38,20510.47,5,4
1452,29,Commercial associate,63712.16,18.3,Incomplete higher,Married,House / apartment,Sales staff,0,1,1,1,167,14471.8,2,2
1453,47,State servant,33234.77,6.2,Incomplete higher,Married,Rented apartment,Accountants,1,2,0,0,205,37703.74,3,3
1454,65,State servant,39779.1,5.5,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,1,1,1,119,14775.67,6,2
1455,30,Working,25859.76,7.4,Lower secondary,Separated,House / apartment,Medicine staff,0,2,1,0,121,31433.15,6,4
1456,26,Working,42325.38,5.5,Secondary / secondary special,Married,Rented apartment,Drivers,1,3,1,1,29,1822.62,6,3
1457,57,Working,30242.12,9.9,Higher education,Separated,House / apartment,Laborers,0,2,1,1,77,17504.62,4,3
1458,22,Working,40630.89,7.2,Higher education,Single / not married,House / apartment,IT staff,1,2,1,0,229,3128.3,5,1
1459,69,State servant,8000.0,9.0,Incomplete higher,Married,Municipal apartment,Core staff,0,2,1,1,219,3873.11,6,2
1460,58,Working,27233.95,3.9,Secondary / secondary special,Married,With parents,Medicine staff,1,2,1,0,3,5231.93,5,4
1461,40,Pensioner,42346.48,0.0,Incomplete higher,Civil marriage,With parents,IT staff,2,3,1,1,159,15732.86,6,2
1462,38,Commercial associate,77438.35,10.5,Secondary / secondary special,Civil marriage,House / apartment,Accountants,0,1,0,0,3,9431.07,0,1
1463,39,Working,65774.87,7.6,Higher education,Civil marriage,Municipal apartment,Managers,0,1,1,0,161,0.0,1,1
1464,40,Working,66856.61,2.9,Secondary / secondary special,Separated,House / apartment,Laborers,1,2,1,1,225,9767.95,4,1
1465,62,Pensioner,34595.28,0.0,Secondary / secondary special,Widow,House / apartment,Sales staff,0,2,1,1,140,7488.95,5,2
1466,60,Pensioner,23561.89,0.0,Secondary / secondary special,Widow,House / apartment,Core staff,0,2,1,0,118,0.0,0,2
1467,31,Working,28663.3,8.6,Incomplete higher,Separated,Rented apartment,Medicine staff,1,2,1,1,61,20432.55,2,3
1468,29,Working,63061.23,3.5,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,1,1,1,196,22981.94,7,3
1469,47,Pensioner,28632.77,0.0,Secondary / secondary special,Single / not married,House / apartment,Core staff,0,1,1,1,219,22400.43,6,2
1470,52,Working,84280.86,9.2,Secondary / secondary special,Separated,House / apartment,Laborers,1,3,0,1,92,35438.57,1,2
1471,56,State servant,34888.63,10.9,Higher education,Separated,With parents,Medicine staff,0,2,1,1,164,1535.38,0,2
1472,36,Working,76073.11,6.6,Incomplete higher,Widow,House / apartment,Drivers,0,1,0,1,103,1830.99,6,3
1473,44,Working,42530.53,6.3,Higher education,Separated,With parents,Accountants,0,2,1,1,55,14587.04,4,2
1474,26,Commercial associate,88057.02,2.7,Secondary / secondary special,Married,House / apartment,Drivers,0,1,1,1,169,13571.26,6,2
1475,43,Commercial associate,95630.53,3.9,Secondary / secondary special,Civil marriage,House / apartment,Managers,0,2,1,0,141,16602.94,0,2
1476,54,Commercial associate,38518.05,5.8,Higher education,Separated,House / apartment,IT staff,2,4,0,1,122,25031.51,5,2
1477,35,Working,37361.28,7.7,Secondary / secondary special,Widow,Municipal apartment,Core staff,0,2,0,1,192,11930.02,2,3
1478,36,Student,9576.86,6.9,Secondary / secondary special,Single / not married,With parents,IT staff,1,3,1,0,216,27394.25,4,2
1479,43,Commercial associate,34171.17,1.7,Secondary / secondary special,Widow,House / apartment,Medicine staff,0,1,0,1,65,5744.18,6,4
1480,63,Commercial associate,74008.4,3.4,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,2,1,1,165,8916.15,3,3
